GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
-1111867417,TicTacToe,0,GAME_OVER,5,4,2,116,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-1814791316,TicTacToe,0,GAME_OVER,5,4,2,117,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-1933375635,TicTacToe,0,GAME_OVER,5,4,2,118,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-427253403,TicTacToe,0,GAME_OVER,5,4,2,119,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-194714209,TicTacToe,0,GAME_OVER,5,4,2,120,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-2069492797,TicTacToe,0,GAME_OVER,5,4,2,121,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-1770987610,TicTacToe,0,GAME_OVER,5,4,2,122,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
803393950,TicTacToe,0,GAME_OVER,5,4,2,123,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
729978769,TicTacToe,0,GAME_OVER,5,4,2,124,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
1696041272,TicTacToe,0,GAME_OVER,6,5,2,125,1,FirstAction,1,2,2,OSLA,FirstAction,1.0,-1.0,OSLA,OSLA,FirstAction,1
-820865651,TicTacToe,0,GAME_OVER,5,4,2,126,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
1274945941,TicTacToe,0,GAME_OVER,5,4,2,127,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
