GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-3),OrdinalPosition(Player-3 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),OrdinalPosition(PlayerName-3),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-3),PlayerType(PlayerType-2),Winner(PlayerIdx)
-619666105,SushiGo,3,GAME_OVER,98,0,4,32,mcts,37.0,50.0,44.0,21.0,Basic MCTS,rmhc,rhea,3,mcts,3,1,1,2,2,4,Basic MCTS,4,rmhc,rhea,Basic MCTS,mcts,rhea,rmhc,0
503938916,SushiGo,3,GAME_OVER,96,0,4,33,mcts,35.0,50.0,39.0,16.0,Basic MCTS,rmhc,rhea,3,mcts,3,1,1,2,2,4,Basic MCTS,4,rmhc,rhea,Basic MCTS,mcts,rhea,rmhc,0
346665430,SushiGo,3,GAME_OVER,97,0,4,34,mcts,53.0,66.0,25.0,41.0,rhea,Basic MCTS,rmhc,2,mcts,2,1,1,4,4,3,rhea,3,Basic MCTS,rmhc,rhea,mcts,rmhc,Basic MCTS,0
879079583,SushiGo,3,GAME_OVER,100,0,4,35,mcts,32.0,36.0,20.0,34.0,rhea,Basic MCTS,rmhc,3,mcts,3,1,1,4,4,2,rhea,2,Basic MCTS,rmhc,rhea,mcts,rmhc,Basic MCTS,0
-619666105,SushiGo,3,GAME_OVER,97,0,4,36,mcts,29.0,40.0,22.0,34.0,rhea,Basic MCTS,rmhc,3,mcts,3,1,1,4,4,2,rhea,2,Basic MCTS,rmhc,rhea,mcts,rmhc,Basic MCTS,0
503938916,SushiGo,3,GAME_OVER,97,0,4,37,mcts,38.0,55.0,35.0,31.0,rhea,Basic MCTS,rmhc,2,mcts,2,1,1,3,3,4,rhea,4,Basic MCTS,rmhc,rhea,mcts,rmhc,Basic MCTS,0
346665430,SushiGo,3,GAME_OVER,99,0,4,38,mcts,37.0,48.0,42.0,19.0,rhea,rmhc,Basic MCTS,3,mcts,3,1,1,2,2,4,rhea,4,rmhc,Basic MCTS,rhea,mcts,Basic MCTS,rmhc,0
879079583,SushiGo,3,GAME_OVER,97,0,4,39,mcts,38.0,62.0,30.0,17.0,rhea,rmhc,Basic MCTS,2,mcts,2,1,1,3,3,4,rhea,4,rmhc,Basic MCTS,rhea,mcts,Basic MCTS,rmhc,0
-619666105,SushiGo,3,GAME_OVER,97,0,4,40,mcts,44.0,34.0,45.0,19.0,rhea,rmhc,Basic MCTS,2,mcts,2,3,3,1,1,4,rhea,4,rmhc,Basic MCTS,rhea,mcts,Basic MCTS,rmhc,3
503938916,SushiGo,3,GAME_OVER,98,0,4,41,mcts,39.0,52.0,36.0,19.0,rhea,rmhc,Basic MCTS,2,mcts,2,1,1,3,3,4,rhea,4,rmhc,Basic MCTS,rhea,mcts,Basic MCTS,rmhc,0
346665430,SushiGo,3,GAME_OVER,96,0,4,42,mcts,12.0,49.0,27.0,39.0,rmhc,Basic MCTS,rhea,4,mcts,4,1,1,3,3,2,rmhc,2,Basic MCTS,rhea,rmhc,mcts,rhea,Basic MCTS,0
879079583,SushiGo,3,GAME_OVER,101,0,4,43,mcts,19.0,52.0,47.0,31.0,rmhc,Basic MCTS,rhea,4,mcts,4,1,1,2,2,3,rmhc,3,Basic MCTS,rhea,rmhc,mcts,rhea,Basic MCTS,0
-619666105,SushiGo,3,GAME_OVER,96,0,4,44,mcts,24.0,45.0,39.0,32.0,rmhc,Basic MCTS,rhea,4,mcts,4,1,1,2,2,3,rmhc,3,Basic MCTS,rhea,rmhc,mcts,rhea,Basic MCTS,0
503938916,SushiGo,3,GAME_OVER,96,0,4,45,mcts,36.0,62.0,36.0,32.0,rmhc,Basic MCTS,rhea,2,mcts,2,1,1,3,3,4,rmhc,4,Basic MCTS,rhea,rmhc,mcts,rhea,Basic MCTS,0
346665430,SushiGo,3,GAME_OVER,97,0,4,46,mcts,25.0,72.0,33.0,64.0,rmhc,rhea,Basic MCTS,4,mcts,4,1,1,3,3,2,rmhc,2,rhea,Basic MCTS,rmhc,mcts,Basic MCTS,rhea,0
879079583,SushiGo,3,GAME_OVER,98,0,4,47,mcts,32.0,51.0,24.0,45.0,rmhc,rhea,Basic MCTS,3,mcts,3,1,1,4,4,2,rmhc,2,rhea,Basic MCTS,rmhc,mcts,Basic MCTS,rhea,0
-619666105,SushiGo,3,GAME_OVER,99,0,4,48,mcts,15.0,42.0,33.0,32.0,rmhc,rhea,Basic MCTS,4,mcts,4,1,1,2,2,3,rmhc,3,rhea,Basic MCTS,rmhc,mcts,Basic MCTS,rhea,0
503938916,SushiGo,3,GAME_OVER,98,0,4,49,mcts,18.0,42.0,32.0,39.0,rmhc,rhea,Basic MCTS,4,mcts,4,1,1,3,3,2,rmhc,2,rhea,Basic MCTS,rmhc,mcts,Basic MCTS,rhea,0
346665430,SushiGo,3,GAME_OVER,99,0,4,50,rhea,45.0,49.0,18.0,40.0,Basic MCTS,mcts,rmhc,2,rhea,2,1,1,4,4,3,Basic MCTS,3,mcts,rmhc,Basic MCTS,rhea,rmhc,mcts,0
879079583,SushiGo,3,GAME_OVER,97,0,4,51,rhea,30.0,47.0,11.0,34.0,Basic MCTS,mcts,rmhc,3,rhea,3,1,1,4,4,2,Basic MCTS,2,mcts,rmhc,Basic MCTS,rhea,rmhc,mcts,0
-619666105,SushiGo,3,GAME_OVER,96,0,4,52,rhea,36.0,29.0,21.0,44.0,Basic MCTS,mcts,rmhc,2,rhea,2,3,3,4,4,1,Basic MCTS,1,mcts,rmhc,Basic MCTS,rhea,rmhc,mcts,2
503938916,SushiGo,3,GAME_OVER,98,0,4,53,rhea,41.0,30.0,18.0,59.0,Basic MCTS,mcts,rmhc,2,rhea,2,3,3,4,4,1,Basic MCTS,1,mcts,rmhc,Basic MCTS,rhea,rmhc,mcts,2
346665430,SushiGo,3,GAME_OVER,99,0,4,54,rhea,42.0,35.0,47.0,31.0,Basic MCTS,rmhc,mcts,2,rhea,2,3,3,1,1,4,Basic MCTS,4,rmhc,mcts,Basic MCTS,rhea,mcts,rmhc,3
879079583,SushiGo,3,GAME_OVER,96,0,4,55,rhea,39.0,41.0,49.0,22.0,Basic MCTS,rmhc,mcts,3,rhea,3,2,2,1,1,4,Basic MCTS,4,rmhc,mcts,Basic MCTS,rhea,mcts,rmhc,3
-619666105,SushiGo,3,GAME_OVER,96,0,4,56,rhea,33.0,26.0,46.0,24.0,Basic MCTS,rmhc,mcts,2,rhea,2,3,3,1,1,4,Basic MCTS,4,rmhc,mcts,Basic MCTS,rhea,mcts,rmhc,3
503938916,SushiGo,3,GAME_OVER,98,0,4,57,rhea,43.0,41.0,38.0,21.0,Basic MCTS,rmhc,mcts,1,rhea,1,2,2,3,3,4,Basic MCTS,4,rmhc,mcts,Basic MCTS,rhea,mcts,rmhc,1
346665430,SushiGo,3,GAME_OVER,98,0,4,58,rhea,52.0,34.0,30.0,36.0,mcts,Basic MCTS,rmhc,1,rhea,1,3,3,4,4,2,mcts,2,Basic MCTS,rmhc,mcts,rhea,rmhc,Basic MCTS,1
879079583,SushiGo,3,GAME_OVER,96,0,4,59,rhea,43.0,33.0,15.0,32.0,mcts,Basic MCTS,rmhc,1,rhea,1,2,2,4,4,3,mcts,3,Basic MCTS,rmhc,mcts,rhea,rmhc,Basic MCTS,1
-619666105,SushiGo,3,GAME_OVER,97,0,4,60,rhea,40.0,29.0,13.0,40.0,mcts,Basic MCTS,rmhc,1,rhea,1,3,3,4,4,2,mcts,2,Basic MCTS,rmhc,mcts,rhea,rmhc,Basic MCTS,1
503938916,SushiGo,3,GAME_OVER,100,0,4,61,rhea,49.0,33.0,25.0,40.0,mcts,Basic MCTS,rmhc,1,rhea,1,3,3,4,4,2,mcts,2,Basic MCTS,rmhc,mcts,rhea,rmhc,Basic MCTS,1
346665430,SushiGo,3,GAME_OVER,97,0,4,62,rhea,56.0,37.0,30.0,34.0,mcts,rmhc,Basic MCTS,1,rhea,1,2,2,4,4,3,mcts,3,rmhc,Basic MCTS,mcts,rhea,Basic MCTS,rmhc,1
879079583,SushiGo,3,GAME_OVER,97,0,4,63,rhea,42.0,37.0,33.0,25.0,mcts,rmhc,Basic MCTS,1,rhea,1,2,2,3,3,4,mcts,4,rmhc,Basic MCTS,mcts,rhea,Basic MCTS,rmhc,1
-619666105,SushiGo,3,GAME_OVER,97,0,4,64,rhea,67.0,31.0,30.0,34.0,mcts,rmhc,Basic MCTS,1,rhea,1,3,3,4,4,2,mcts,2,rmhc,Basic MCTS,mcts,rhea,Basic MCTS,rmhc,1
503938916,SushiGo,3,GAME_OVER,98,0,4,65,rhea,67.0,39.0,33.0,23.0,mcts,rmhc,Basic MCTS,1,rhea,1,2,2,3,3,4,mcts,4,rmhc,Basic MCTS,mcts,rhea,Basic MCTS,rmhc,1
346665430,SushiGo,3,GAME_OVER,98,0,4,66,rhea,29.0,44.0,42.0,29.0,rmhc,Basic MCTS,mcts,3,rhea,3,1,1,2,2,4,rmhc,4,Basic MCTS,mcts,rmhc,rhea,mcts,Basic MCTS,0
879079583,SushiGo,3,GAME_OVER,98,0,4,67,rhea,20.0,41.0,50.0,33.0,rmhc,Basic MCTS,mcts,4,rhea,4,2,2,1,1,3,rmhc,3,Basic MCTS,mcts,rmhc,rhea,mcts,Basic MCTS,3
-619666105,SushiGo,3,GAME_OVER,98,0,4,68,rhea,23.0,40.0,49.0,38.0,rmhc,Basic MCTS,mcts,4,rhea,4,2,2,1,1,3,rmhc,3,Basic MCTS,mcts,rmhc,rhea,mcts,Basic MCTS,3
503938916,SushiGo,3,GAME_OVER,97,0,4,69,rhea,16.0,38.0,54.0,33.0,rmhc,Basic MCTS,mcts,4,rhea,4,2,2,1,1,3,rmhc,3,Basic MCTS,mcts,rmhc,rhea,mcts,Basic MCTS,3
346665430,SushiGo,3,GAME_OVER,96,0,4,70,rhea,22.0,38.0,32.0,42.0,rmhc,mcts,Basic MCTS,4,rhea,4,2,2,3,3,1,rmhc,1,mcts,Basic MCTS,rmhc,rhea,Basic MCTS,mcts,2
879079583,SushiGo,3,GAME_OVER,98,0,4,71,rhea,31.0,25.0,30.0,38.0,rmhc,mcts,Basic MCTS,2,rhea,2,4,4,3,3,1,rmhc,1,mcts,Basic MCTS,rmhc,rhea,Basic MCTS,mcts,2
-619666105,SushiGo,3,GAME_OVER,96,0,4,72,rhea,35.0,45.0,41.0,41.0,rmhc,mcts,Basic MCTS,4,rhea,4,1,1,3,3,2,rmhc,2,mcts,Basic MCTS,rmhc,rhea,Basic MCTS,mcts,0
503938916,SushiGo,3,GAME_OVER,98,0,4,73,rhea,19.0,34.0,34.0,44.0,rmhc,mcts,Basic MCTS,4,rhea,4,3,3,2,2,1,rmhc,1,mcts,Basic MCTS,rmhc,rhea,Basic MCTS,mcts,2
346665430,SushiGo,3,GAME_OVER,96,0,4,74,rmhc,34.0,19.0,49.0,44.0,Basic MCTS,mcts,rhea,3,rmhc,3,4,4,1,1,2,Basic MCTS,2,mcts,rhea,Basic MCTS,rmhc,rhea,mcts,3
879079583,SushiGo,3,GAME_OVER,99,0,4,75,rmhc,34.0,28.0,33.0,38.0,Basic MCTS,mcts,rhea,2,rmhc,2,4,4,3,3,1,Basic MCTS,1,mcts,rhea,Basic MCTS,rmhc,rhea,mcts,2
-619666105,SushiGo,3,GAME_OVER,96,0,4,76,rmhc,39.0,20.0,25.0,47.0,Basic MCTS,mcts,rhea,2,rmhc,2,4,4,3,3,1,Basic MCTS,1,mcts,rhea,Basic MCTS,rmhc,rhea,mcts,2
503938916,SushiGo,3,GAME_OVER,98,0,4,77,rmhc,32.0,29.0,39.0,49.0,Basic MCTS,mcts,rhea,3,rmhc,3,4,4,2,2,1,Basic MCTS,1,mcts,rhea,Basic MCTS,rmhc,rhea,mcts,2
346665430,SushiGo,3,GAME_OVER,98,0,4,78,rmhc,38.0,18.0,53.0,35.0,Basic MCTS,rhea,mcts,2,rmhc,2,4,4,1,1,3,Basic MCTS,3,rhea,mcts,Basic MCTS,rmhc,mcts,rhea,3
879079583,SushiGo,3,GAME_OVER,99,0,4,79,rmhc,37.0,30.0,59.0,31.0,Basic MCTS,rhea,mcts,2,rmhc,2,4,4,1,1,3,Basic MCTS,3,rhea,mcts,Basic MCTS,rmhc,mcts,rhea,3
-619666105,SushiGo,3,GAME_OVER,96,0,4,80,rmhc,30.0,28.0,45.0,36.0,Basic MCTS,rhea,mcts,3,rmhc,3,4,4,1,1,2,Basic MCTS,2,rhea,mcts,Basic MCTS,rmhc,mcts,rhea,3
503938916,SushiGo,3,GAME_OVER,99,0,4,81,rmhc,31.0,29.0,52.0,49.0,Basic MCTS,rhea,mcts,3,rmhc,3,4,4,1,1,2,Basic MCTS,2,rhea,mcts,Basic MCTS,rmhc,mcts,rhea,3
346665430,SushiGo,3,GAME_OVER,99,0,4,82,rmhc,40.0,16.0,42.0,40.0,mcts,Basic MCTS,rhea,2,rmhc,2,4,4,1,1,3,mcts,3,Basic MCTS,rhea,mcts,rmhc,rhea,Basic MCTS,3
879079583,SushiGo,3,GAME_OVER,98,0,4,83,rmhc,41.0,21.0,35.0,31.0,mcts,Basic MCTS,rhea,1,rmhc,1,4,4,2,2,3,mcts,3,Basic MCTS,rhea,mcts,rmhc,rhea,Basic MCTS,1
-619666105,SushiGo,3,GAME_OVER,97,0,4,84,rmhc,46.0,25.0,47.0,33.0,mcts,Basic MCTS,rhea,2,rmhc,2,4,4,1,1,3,mcts,3,Basic MCTS,rhea,mcts,rmhc,rhea,Basic MCTS,3
503938916,SushiGo,3,GAME_OVER,98,0,4,85,rmhc,50.0,12.0,47.0,38.0,mcts,Basic MCTS,rhea,1,rmhc,1,4,4,2,2,3,mcts,3,Basic MCTS,rhea,mcts,rmhc,rhea,Basic MCTS,1
346665430,SushiGo,3,GAME_OVER,99,0,4,86,rmhc,55.0,22.0,36.0,32.0,mcts,rhea,Basic MCTS,1,rmhc,1,4,4,2,2,3,mcts,3,rhea,Basic MCTS,mcts,rmhc,Basic MCTS,rhea,1
879079583,SushiGo,3,GAME_OVER,100,0,4,87,rmhc,42.0,25.0,39.0,40.0,mcts,rhea,Basic MCTS,1,rmhc,1,4,4,3,3,2,mcts,2,rhea,Basic MCTS,mcts,rmhc,Basic MCTS,rhea,1
-619666105,SushiGo,3,GAME_OVER,98,0,4,88,rmhc,50.0,33.0,37.0,34.0,mcts,rhea,Basic MCTS,1,rmhc,1,4,4,2,2,3,mcts,3,rhea,Basic MCTS,mcts,rmhc,Basic MCTS,rhea,1
503938916,SushiGo,3,GAME_OVER,96,0,4,89,rmhc,51.0,22.0,29.0,45.0,mcts,rhea,Basic MCTS,1,rmhc,1,4,4,3,3,2,mcts,2,rhea,Basic MCTS,mcts,rmhc,Basic MCTS,rhea,1
346665430,SushiGo,3,GAME_OVER,97,0,4,90,rmhc,37.0,33.0,67.0,38.0,rhea,Basic MCTS,mcts,3,rmhc,3,4,4,1,1,2,rhea,2,Basic MCTS,mcts,rhea,rmhc,mcts,Basic MCTS,3
879079583,SushiGo,3,GAME_OVER,99,0,4,91,rmhc,30.0,26.0,47.0,34.0,rhea,Basic MCTS,mcts,3,rmhc,3,4,4,1,1,2,rhea,2,Basic MCTS,mcts,rhea,rmhc,mcts,Basic MCTS,3
-619666105,SushiGo,3,GAME_OVER,96,0,4,92,rmhc,45.0,30.0,52.0,34.0,rhea,Basic MCTS,mcts,2,rmhc,2,4,4,1,1,3,rhea,3,Basic MCTS,mcts,rhea,rmhc,mcts,Basic MCTS,3
503938916,SushiGo,3,GAME_OVER,99,0,4,93,rmhc,52.0,32.0,56.0,23.0,rhea,Basic MCTS,mcts,2,rmhc,2,3,3,1,1,4,rhea,4,Basic MCTS,mcts,rhea,rmhc,mcts,Basic MCTS,3
346665430,SushiGo,3,GAME_OVER,98,0,4,94,rmhc,39.0,20.0,33.0,41.0,rhea,mcts,Basic MCTS,2,rmhc,2,4,4,3,3,1,rhea,1,mcts,Basic MCTS,rhea,rmhc,Basic MCTS,mcts,2
879079583,SushiGo,3,GAME_OVER,96,0,4,95,rmhc,39.0,30.0,31.0,42.0,rhea,mcts,Basic MCTS,2,rmhc,2,4,4,3,3,1,rhea,1,mcts,Basic MCTS,rhea,rmhc,Basic MCTS,mcts,2
-619666105,SushiGo,3,GAME_OVER,98,0,4,96,rmhc,34.0,25.0,32.0,38.0,rhea,mcts,Basic MCTS,2,rmhc,2,4,4,3,3,1,rhea,1,mcts,Basic MCTS,rhea,rmhc,Basic MCTS,mcts,2
503938916,SushiGo,3,GAME_OVER,98,0,4,97,rmhc,26.0,30.0,33.0,36.0,rhea,mcts,Basic MCTS,4,rmhc,4,3,3,2,2,1,rhea,1,mcts,Basic MCTS,rhea,rmhc,Basic MCTS,mcts,2
