GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
1043028123,SushiGo,3,GAME_OVER,60,0,2,91,Basic MCTS,39.0,55.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-1199211999,SushiGo,3,GAME_OVER,60,0,2,92,Basic MCTS,53.0,53.0,Basic MCTS,1,Basic MCTS,1,1,1,Basic MCTS,Basic MCTS,Basic MCTS,-1
1398271441,SushiGo,3,GAME_OVER,61,0,2,93,Basic MCTS,51.0,50.0,Basic MCTS,1,Basic MCTS,1,2,2,Basic MCTS,Basic MCTS,Basic MCTS,1
648115670,SushiGo,3,GAME_OVER,63,0,2,94,Basic MCTS,32.0,53.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
1962877811,SushiGo,3,GAME_OVER,60,0,2,95,Basic MCTS,43.0,62.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-1960070630,SushiGo,3,GAME_OVER,61,0,2,96,Basic MCTS,39.0,55.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
36358070,SushiGo,3,GAME_OVER,60,0,2,97,Basic MCTS,40.0,59.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
375050126,SushiGo,3,GAME_OVER,63,0,2,98,Basic MCTS,32.0,43.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
1468478823,SushiGo,3,GAME_OVER,60,0,2,99,Basic MCTS,47.0,46.0,Basic MCTS,1,Basic MCTS,1,2,2,Basic MCTS,Basic MCTS,Basic MCTS,1
-218109356,SushiGo,3,GAME_OVER,60,0,2,100,Basic MCTS,53.0,65.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-3023545,SushiGo,3,GAME_OVER,63,0,2,101,Basic MCTS,43.0,46.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
1504533260,SushiGo,3,GAME_OVER,60,0,2,102,Basic MCTS,43.0,64.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
731461140,SushiGo,3,GAME_OVER,61,0,2,103,Basic MCTS,42.0,53.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-784229007,SushiGo,3,GAME_OVER,62,0,2,104,Basic MCTS,53.0,48.0,Basic MCTS,1,Basic MCTS,1,2,2,Basic MCTS,Basic MCTS,Basic MCTS,1
-1136489594,SushiGo,3,GAME_OVER,61,0,2,105,Basic MCTS,45.0,54.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-362921133,SushiGo,3,GAME_OVER,63,0,2,106,Basic MCTS,45.0,47.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
1364054475,SushiGo,3,GAME_OVER,61,0,2,107,Basic MCTS,31.0,45.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
814423744,SushiGo,3,GAME_OVER,62,0,2,108,Basic MCTS,36.0,35.0,Basic MCTS,1,Basic MCTS,1,2,2,Basic MCTS,Basic MCTS,Basic MCTS,1
1075196489,SushiGo,3,GAME_OVER,60,0,2,109,Basic MCTS,42.0,54.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-1568387951,SushiGo,3,GAME_OVER,63,0,2,110,Basic MCTS,41.0,55.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-1781053528,SushiGo,3,GAME_OVER,62,0,2,111,Basic MCTS,37.0,35.0,Basic MCTS,1,Basic MCTS,1,2,2,Basic MCTS,Basic MCTS,Basic MCTS,1
-1606283071,SushiGo,3,GAME_OVER,61,0,2,112,Basic MCTS,43.0,50.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-543735179,SushiGo,3,GAME_OVER,62,0,2,113,Basic MCTS,33.0,45.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
1674156088,SushiGo,3,GAME_OVER,62,0,2,114,Basic MCTS,37.0,33.0,Basic MCTS,1,Basic MCTS,1,2,2,Basic MCTS,Basic MCTS,Basic MCTS,1
166348003,SushiGo,3,GAME_OVER,63,0,2,115,Basic MCTS,45.0,46.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-1111867417,SushiGo,3,GAME_OVER,60,0,2,116,Basic MCTS,49.0,77.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-1814791316,SushiGo,3,GAME_OVER,63,0,2,117,Basic MCTS,39.0,54.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-1933375635,SushiGo,3,GAME_OVER,61,0,2,118,Basic MCTS,47.0,58.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-427253403,SushiGo,3,GAME_OVER,62,0,2,119,Basic MCTS,43.0,50.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-194714209,SushiGo,3,GAME_OVER,61,0,2,120,Basic MCTS,43.0,46.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-2069492797,SushiGo,3,GAME_OVER,62,0,2,121,Basic MCTS,52.0,60.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-1770987610,SushiGo,3,GAME_OVER,62,0,2,122,Basic MCTS,41.0,51.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
803393950,SushiGo,3,GAME_OVER,61,0,2,123,Basic MCTS,40.0,51.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
729978769,SushiGo,3,GAME_OVER,62,0,2,124,Basic MCTS,35.0,46.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
1696041272,SushiGo,3,GAME_OVER,63,0,2,125,Basic MCTS,34.0,43.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
-820865651,SushiGo,3,GAME_OVER,61,0,2,126,Basic MCTS,37.0,65.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
1274945941,SushiGo,3,GAME_OVER,60,0,2,127,Basic MCTS,43.0,47.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
309225253,SushiGo,3,GAME_OVER,61,0,2,128,Basic MCTS,37.0,53.0,Basic MCTS,2,Basic MCTS,2,1,1,Basic MCTS,Basic MCTS,Basic MCTS,0
