GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-2),Winner(PlayerIdx)
346665430,SushiGo,3,GAME_OVER,82,0,3,125,mcts,37.0,78.0,39.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
879079583,SushiGo,3,GAME_OVER,83,0,3,126,mcts,32.0,46.0,47.0,rhea,Basic MCTS,3,mcts,3,2,2,1,rhea,1,Basic MCTS,rhea,mcts,Basic MCTS,2
-619666105,SushiGo,3,GAME_OVER,81,0,3,127,mcts,32.0,46.0,42.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
503938916,SushiGo,3,GAME_OVER,83,0,3,128,mcts,38.0,89.0,26.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
-428737539,SushiGo,3,GAME_OVER,82,0,3,129,mcts,45.0,37.0,38.0,rhea,Basic MCTS,1,mcts,1,3,3,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,1
-1745970416,SushiGo,3,GAME_OVER,83,0,3,130,mcts,26.0,63.0,38.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
-1436161366,SushiGo,3,GAME_OVER,85,0,3,131,mcts,46.0,41.0,44.0,rhea,Basic MCTS,1,mcts,1,3,3,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,1
-1151041315,SushiGo,3,GAME_OVER,82,0,3,132,mcts,37.0,50.0,47.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
697067980,SushiGo,3,GAME_OVER,82,0,3,133,mcts,40.0,45.0,35.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
1168140970,SushiGo,3,GAME_OVER,82,0,3,134,mcts,41.0,41.0,35.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
-1491060889,SushiGo,3,GAME_OVER,81,0,3,135,mcts,30.0,41.0,36.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
-1819802610,SushiGo,3,GAME_OVER,83,0,3,136,mcts,42.0,47.0,45.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
-2121274456,SushiGo,3,GAME_OVER,83,0,3,137,mcts,21.0,64.0,36.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
259280696,SushiGo,3,GAME_OVER,83,0,3,138,mcts,26.0,55.0,34.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
1706137030,SushiGo,3,GAME_OVER,82,0,3,139,mcts,55.0,44.0,39.0,rhea,Basic MCTS,1,mcts,1,2,2,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,1
545138396,SushiGo,3,GAME_OVER,81,0,3,140,mcts,32.0,44.0,41.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
1376458976,SushiGo,3,GAME_OVER,81,0,3,141,mcts,36.0,60.0,44.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
1195311045,SushiGo,3,GAME_OVER,82,0,3,142,mcts,28.0,47.0,32.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
813477029,SushiGo,3,GAME_OVER,82,0,3,143,mcts,46.0,62.0,44.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
-1466178614,SushiGo,3,GAME_OVER,81,0,3,144,mcts,42.0,42.0,34.0,rhea,Basic MCTS,1,mcts,1,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,-1
-118322159,SushiGo,3,GAME_OVER,82,0,3,145,mcts,39.0,45.0,41.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
-1428166355,SushiGo,3,GAME_OVER,83,0,3,146,mcts,44.0,41.0,36.0,rhea,Basic MCTS,1,mcts,1,2,2,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,1
1144294523,SushiGo,3,GAME_OVER,82,0,3,147,mcts,45.0,51.0,33.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
2100098225,SushiGo,3,GAME_OVER,83,0,3,148,mcts,43.0,45.0,37.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
23994827,SushiGo,3,GAME_OVER,81,0,3,149,mcts,38.0,46.0,36.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
1662792176,SushiGo,3,GAME_OVER,81,0,3,150,mcts,37.0,61.0,32.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
2013120665,SushiGo,3,GAME_OVER,81,0,3,151,mcts,44.0,54.0,34.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
-1880183632,SushiGo,3,GAME_OVER,81,0,3,152,mcts,32.0,53.0,41.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
-1377239692,SushiGo,3,GAME_OVER,82,0,3,153,mcts,35.0,50.0,36.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
1795532617,SushiGo,3,GAME_OVER,82,0,3,154,mcts,33.0,77.0,39.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
-1548656463,SushiGo,3,GAME_OVER,82,0,3,155,mcts,35.0,41.0,30.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
-653656736,SushiGo,3,GAME_OVER,81,0,3,156,mcts,48.0,50.0,45.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
-400394132,SushiGo,3,GAME_OVER,81,0,3,157,mcts,47.0,47.0,29.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
-1422203009,SushiGo,3,GAME_OVER,82,0,3,158,mcts,41.0,70.0,38.0,rhea,Basic MCTS,2,mcts,2,1,1,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,0
-1113178468,SushiGo,3,GAME_OVER,81,0,3,159,mcts,34.0,47.0,40.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
-175367348,SushiGo,3,GAME_OVER,82,0,3,160,mcts,42.0,61.0,46.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
1362911089,SushiGo,3,GAME_OVER,83,0,3,161,mcts,37.0,43.0,39.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
-347120262,SushiGo,3,GAME_OVER,83,0,3,162,mcts,30.0,41.0,36.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
1416514647,SushiGo,3,GAME_OVER,81,0,3,163,mcts,30.0,58.0,45.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
-1570736736,SushiGo,3,GAME_OVER,83,0,3,164,mcts,54.0,52.0,36.0,rhea,Basic MCTS,1,mcts,1,2,2,3,rhea,3,Basic MCTS,rhea,mcts,Basic MCTS,1
-1532681659,SushiGo,3,GAME_OVER,83,0,3,165,mcts,40.0,54.0,40.0,rhea,Basic MCTS,3,mcts,3,1,1,2,rhea,2,Basic MCTS,rhea,mcts,Basic MCTS,0
346665430,SushiGo,3,GAME_OVER,81,0,3,166,rhea,42.0,40.0,45.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
879079583,SushiGo,3,GAME_OVER,83,0,3,167,rhea,39.0,40.0,67.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-619666105,SushiGo,3,GAME_OVER,83,0,3,168,rhea,37.0,28.0,46.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
503938916,SushiGo,3,GAME_OVER,83,0,3,169,rhea,38.0,47.0,57.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-428737539,SushiGo,3,GAME_OVER,82,0,3,170,rhea,40.0,35.0,50.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1745970416,SushiGo,3,GAME_OVER,83,0,3,171,rhea,47.0,45.0,49.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1436161366,SushiGo,3,GAME_OVER,82,0,3,172,rhea,40.0,33.0,55.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1151041315,SushiGo,3,GAME_OVER,81,0,3,173,rhea,37.0,46.0,64.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
697067980,SushiGo,3,GAME_OVER,82,0,3,174,rhea,31.0,38.0,47.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
1168140970,SushiGo,3,GAME_OVER,82,0,3,175,rhea,36.0,41.0,37.0,Basic MCTS,mcts,3,rhea,3,1,1,2,Basic MCTS,2,mcts,Basic MCTS,rhea,mcts,0
-1491060889,SushiGo,3,GAME_OVER,81,0,3,176,rhea,37.0,39.0,60.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1819802610,SushiGo,3,GAME_OVER,81,0,3,177,rhea,39.0,29.0,59.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-2121274456,SushiGo,3,GAME_OVER,83,0,3,178,rhea,39.0,36.0,64.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
259280696,SushiGo,3,GAME_OVER,84,0,3,179,rhea,34.0,39.0,57.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
1706137030,SushiGo,3,GAME_OVER,81,0,3,180,rhea,29.0,48.0,65.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
545138396,SushiGo,3,GAME_OVER,81,0,3,181,rhea,33.0,38.0,46.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
1376458976,SushiGo,3,GAME_OVER,83,0,3,182,rhea,34.0,37.0,57.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
1195311045,SushiGo,3,GAME_OVER,83,0,3,183,rhea,42.0,37.0,47.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
813477029,SushiGo,3,GAME_OVER,82,0,3,184,rhea,37.0,37.0,49.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1466178614,SushiGo,3,GAME_OVER,81,0,3,185,rhea,32.0,46.0,76.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-118322159,SushiGo,3,GAME_OVER,83,0,3,186,rhea,34.0,48.0,49.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1428166355,SushiGo,3,GAME_OVER,82,0,3,187,rhea,39.0,36.0,66.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
1144294523,SushiGo,3,GAME_OVER,82,0,3,188,rhea,34.0,33.0,52.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
2100098225,SushiGo,3,GAME_OVER,83,0,3,189,rhea,42.0,43.0,41.0,Basic MCTS,mcts,2,rhea,2,1,1,3,Basic MCTS,3,mcts,Basic MCTS,rhea,mcts,0
23994827,SushiGo,3,GAME_OVER,82,0,3,190,rhea,42.0,35.0,37.0,Basic MCTS,mcts,1,rhea,1,3,3,2,Basic MCTS,2,mcts,Basic MCTS,rhea,mcts,1
1662792176,SushiGo,3,GAME_OVER,82,0,3,191,rhea,39.0,27.0,59.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
2013120665,SushiGo,3,GAME_OVER,82,0,3,192,rhea,36.0,43.0,70.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1880183632,SushiGo,3,GAME_OVER,83,0,3,193,rhea,42.0,36.0,53.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1377239692,SushiGo,3,GAME_OVER,83,0,3,194,rhea,38.0,30.0,50.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
1795532617,SushiGo,3,GAME_OVER,81,0,3,195,rhea,36.0,49.0,59.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1548656463,SushiGo,3,GAME_OVER,83,0,3,196,rhea,34.0,45.0,59.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-653656736,SushiGo,3,GAME_OVER,84,0,3,197,rhea,39.0,32.0,59.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-400394132,SushiGo,3,GAME_OVER,81,0,3,198,rhea,39.0,25.0,47.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1422203009,SushiGo,3,GAME_OVER,81,0,3,199,rhea,38.0,24.0,49.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1113178468,SushiGo,3,GAME_OVER,81,0,3,200,rhea,30.0,35.0,52.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-175367348,SushiGo,3,GAME_OVER,81,0,3,201,rhea,42.0,39.0,50.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
1362911089,SushiGo,3,GAME_OVER,82,0,3,202,rhea,45.0,40.0,49.0,Basic MCTS,mcts,2,rhea,2,3,3,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-347120262,SushiGo,3,GAME_OVER,84,0,3,203,rhea,35.0,36.0,39.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
1416514647,SushiGo,3,GAME_OVER,82,0,3,204,rhea,37.0,41.0,50.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1570736736,SushiGo,3,GAME_OVER,83,0,3,205,rhea,43.0,44.0,48.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
-1532681659,SushiGo,3,GAME_OVER,81,0,3,206,rhea,39.0,40.0,53.0,Basic MCTS,mcts,3,rhea,3,2,2,1,Basic MCTS,1,mcts,Basic MCTS,rhea,mcts,2
346665430,SushiGo,3,GAME_OVER,84,0,3,207,rhea,43.0,46.0,49.0,mcts,Basic MCTS,3,rhea,3,2,2,1,mcts,1,Basic MCTS,mcts,rhea,Basic MCTS,2
879079583,SushiGo,3,GAME_OVER,84,0,3,208,rhea,50.0,45.0,46.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
-619666105,SushiGo,3,GAME_OVER,84,0,3,209,rhea,50.0,37.0,34.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
503938916,SushiGo,3,GAME_OVER,81,0,3,210,rhea,56.0,45.0,49.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
-428737539,SushiGo,3,GAME_OVER,81,0,3,211,rhea,55.0,39.0,37.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-1745970416,SushiGo,3,GAME_OVER,84,0,3,212,rhea,52.0,54.0,43.0,mcts,Basic MCTS,2,rhea,2,1,1,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,0
-1436161366,SushiGo,3,GAME_OVER,83,0,3,213,rhea,49.0,37.0,37.0,mcts,Basic MCTS,1,rhea,1,2,2,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
-1151041315,SushiGo,3,GAME_OVER,84,0,3,214,rhea,44.0,36.0,40.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
697067980,SushiGo,3,GAME_OVER,81,0,3,215,rhea,48.0,48.0,47.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
1168140970,SushiGo,3,GAME_OVER,81,0,3,216,rhea,54.0,42.0,41.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-1491060889,SushiGo,3,GAME_OVER,81,0,3,217,rhea,47.0,30.0,43.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
-1819802610,SushiGo,3,GAME_OVER,81,0,3,218,rhea,53.0,39.0,50.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
-2121274456,SushiGo,3,GAME_OVER,82,0,3,219,rhea,40.0,30.0,40.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
259280696,SushiGo,3,GAME_OVER,81,0,3,220,rhea,47.0,36.0,35.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
1706137030,SushiGo,3,GAME_OVER,81,0,3,221,rhea,53.0,41.0,50.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
545138396,SushiGo,3,GAME_OVER,81,0,3,222,rhea,54.0,37.0,38.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
1376458976,SushiGo,3,GAME_OVER,83,0,3,223,rhea,48.0,65.0,30.0,mcts,Basic MCTS,2,rhea,2,1,1,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,0
1195311045,SushiGo,3,GAME_OVER,81,0,3,224,rhea,56.0,38.0,28.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
813477029,SushiGo,3,GAME_OVER,83,0,3,225,rhea,46.0,40.0,36.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-1466178614,SushiGo,3,GAME_OVER,81,0,3,226,rhea,53.0,48.0,34.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-118322159,SushiGo,3,GAME_OVER,81,0,3,227,rhea,47.0,32.0,45.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
-1428166355,SushiGo,3,GAME_OVER,82,0,3,228,rhea,51.0,44.0,35.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
1144294523,SushiGo,3,GAME_OVER,82,0,3,229,rhea,46.0,42.0,37.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
2100098225,SushiGo,3,GAME_OVER,82,0,3,230,rhea,38.0,37.0,43.0,mcts,Basic MCTS,2,rhea,2,3,3,1,mcts,1,Basic MCTS,mcts,rhea,Basic MCTS,2
23994827,SushiGo,3,GAME_OVER,81,0,3,231,rhea,54.0,60.0,43.0,mcts,Basic MCTS,2,rhea,2,1,1,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,0
1662792176,SushiGo,3,GAME_OVER,81,0,3,232,rhea,42.0,38.0,43.0,mcts,Basic MCTS,2,rhea,2,3,3,1,mcts,1,Basic MCTS,mcts,rhea,Basic MCTS,2
2013120665,SushiGo,3,GAME_OVER,84,0,3,233,rhea,60.0,41.0,44.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
-1880183632,SushiGo,3,GAME_OVER,82,0,3,234,rhea,52.0,46.0,44.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-1377239692,SushiGo,3,GAME_OVER,84,0,3,235,rhea,51.0,45.0,36.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
1795532617,SushiGo,3,GAME_OVER,82,0,3,236,rhea,48.0,42.0,36.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-1548656463,SushiGo,3,GAME_OVER,81,0,3,237,rhea,48.0,42.0,39.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-653656736,SushiGo,3,GAME_OVER,81,0,3,238,rhea,53.0,42.0,40.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-400394132,SushiGo,3,GAME_OVER,83,0,3,239,rhea,41.0,36.0,38.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
-1422203009,SushiGo,3,GAME_OVER,81,0,3,240,rhea,52.0,38.0,37.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-1113178468,SushiGo,3,GAME_OVER,82,0,3,241,rhea,42.0,42.0,36.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-175367348,SushiGo,3,GAME_OVER,81,0,3,242,rhea,54.0,41.0,35.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
1362911089,SushiGo,3,GAME_OVER,82,0,3,243,rhea,48.0,41.0,41.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-347120262,SushiGo,3,GAME_OVER,83,0,3,244,rhea,40.0,36.0,38.0,mcts,Basic MCTS,1,rhea,1,3,3,2,mcts,2,Basic MCTS,mcts,rhea,Basic MCTS,1
1416514647,SushiGo,3,GAME_OVER,81,0,3,245,rhea,49.0,51.0,35.0,mcts,Basic MCTS,2,rhea,2,1,1,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,0
-1570736736,SushiGo,3,GAME_OVER,84,0,3,246,rhea,64.0,50.0,37.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
-1532681659,SushiGo,3,GAME_OVER,81,0,3,247,rhea,54.0,50.0,37.0,mcts,Basic MCTS,1,rhea,1,2,2,3,mcts,3,Basic MCTS,mcts,rhea,Basic MCTS,1
